time,speed,GPS_long,GPS_lat,GPS_heading,long_accel,lat_accel,vector_accel,vert_accel,LaneChangeLeft,LaneChangeRight,TurnLeft,TurnRight,GoStraight
941.4,3.7320339679718,-83.7029462400024,42.2982686399999,217.35627746582,-0.29296875,0.0699218735098839,0.301199376583099,0.96484375,0,0,0,0,1
941.5,3.80978727340698,-83.7029494399871,42.2982638399985,217.35627746582,-0.29296875,0.0701822936534882,0.301258534193039,0.96484375,0,0,0,0,1
941.6,3.88045740127563,-83.7029526399949,42.2982590399993,232.790390014648,-0.29296875,0.0699218735098839,0.301199376583099,0.96484375,0,0,0,0,1
941.7,3.94809222221375,-83.7029558400028,42.298254239999,232.790390014648,-0.29296875,0.0699218735098839,0.301199376583099,0.96484375,0,0,0,0,1
941.8,4.01364612579346,-83.7029590399875,42.2982494399998,230.799331665039,-0.29296875,0.0699218735098839,0.301199376583099,0.96484375,0,0,0,0,1
941.9,4.07607793807983,-83.7029622399954,42.2982446400001,230.799331665039,-0.29296875,0.0701822936534882,0.301258534193039,0.96484375,0,0,0,0,1
942,4.14734172821045,-83.7029631999977,42.2982415200003,199.989791870117,-0.29296875,0.0703125,0.30128812789917,0.96484375,0,0,0,0,1
942.1,4.23185300827026,-83.7029631999977,42.2982391200006,199.989791870117,-0.29296875,0.0700520798563957,0.301228940486908,0.96484375,0,0,0,0,1
942.2,4.29334831237793,-83.7029631999977,42.2982367200004,200.811874389648,-0.29296875,0.0700520798563957,0.301228940486908,0.96484375,0,0,0,0,1
942.3,4.33949851989746,-83.7029631999977,42.2982343200008,200.811874389648,-0.29296875,0.0700520798563957,0.301228940486908,0.96484375,0,0,0,0,1
942.4,4.39267635345459,-83.7029631999977,42.2982320320003,199.802795410156,-0.29296875,0.0703125,0.30128812789917,0.96484375,0,0,0,0,1
942.5,4.44886493682861,-83.7029631999977,42.2982297920002,199.802795410156,-0.29296875,0.0703125,0.30128812789917,0.96484375,0,0,0,0,1
942.6,4.51336288452148,-83.7029631999977,42.2982275520011,198.119552612305,-0.29296875,0.0703125,0.30128812789917,0.96484375,0,0,0,0,1
942.7,4.58142137527466,-83.7029631999977,42.298225312001,198.119552612305,-0.29296875,0.0703125,0.30128812789917,0.96484375,0,0,0,0,1
942.8,4.62264823913574,-83.7029631999977,42.2982230719998,196.371170043945,-0.29296875,0.0703125,0.30128812789917,0.96484375,0,0,0,0,1
942.9,4.64598703384399,-83.7029631999977,42.2982208320007,196.371170043945,-0.29296875,0.0701822936534882,0.301258534193039,0.96484375,0,0,0,0,1
943,4.68207502365112,-83.7029631999977,42.2982185920017,192.648910522461,-0.29296875,0.0701822936534882,0.301258534193039,0.96484375,0,0,0,0,1
943.1,4.72362756729126,-83.7029631999977,42.2982163520005,192.648910522461,-0.29296875,0.0701822936534882,0.301258534193039,0.96484375,0,0,0,0,1
943.2,4.76751708984375,-83.7029631999977,42.2982141120014,190.818389892578,-0.29296875,0.0703125,0.30128812789917,0.96484375,0,0,0,0,1
943.3,4.81240844726563,-83.7029631999977,42.2982118720002,190.818389892578,-0.29296875,0.0703125,0.30128812789917,0.96484375,0,0,0,0,1
943.4,4.82810926437378,-83.7029637599875,42.2982103599993,191.75993347168,-0.29296875,0.0701822936534882,0.301258534193039,0.96484375,0,0,0,0,1
943.5,4.83130025863647,-83.7029645599895,42.29820916,191.75993347168,-0.29296875,0.0701822936534882,0.301258534193039,0.96484375,0,0,0,0,1
943.6,4.83215188980103,-83.7029653599914,42.2982079600008,189.674758911133,-0.29296875,0.0701822936534882,0.301258534193039,0.96484375,0,0,0,0,1
943.7,4.83200073242188,-83.7029661599934,42.2982067599994,189.674758911133,-0.29296875,0.0703125,0.30128812789917,0.96484375,0,0,0,0,1
943.8,4.83897829055786,-83.7029669599954,42.298205559998,186.628234863281,-0.29296875,0.0700520798563957,0.301228940486908,0.96484375,0,0,0,0,1
943.9,4.84901094436646,-83.7029677599973,42.2982043600008,186.628234863281,-0.29296875,0.0700520798563957,0.301228940486908,0.96484375,0,0,0,0,1
944,4.86765670776367,-83.7029685599993,42.2982031599994,190.515808105469,-0.29296875,0.0700520798563957,0.301228940486908,0.96484375,0,0,0,0,1
944.1,4.8899941444397,-83.7029693600013,42.298201959998,190.515808105469,-0.29296875,0.0701822936534882,0.301258534193039,0.96484375,0,0,0,0,1
944.2,4.91375684738159,-83.7029695999903,42.2982004800013,193.902038574219,-0.29296875,0.0701822936534882,0.301258534193039,0.96484375,0,0,0,0,1
944.3,4.93812990188599,-83.7029695999903,42.2981988800023,193.902038574219,-0.29296875,0.0701822936534882,0.301258534193039,0.96484375,0,0,0,0,1
944.4,4.94885349273682,-83.7029695999903,42.2981972800032,197.114044189453,-0.29296875,0.0703125,0.30128812789917,0.96484375,0,0,0,0,1
944.5,4.95372772216797,-83.7029695999903,42.2981956799999,197.114044189453,-0.29296875,0.0700520798563957,0.301228940486908,0.96484375,0,0,0,0,1
944.6,4.954026222229,-83.7029695999903,42.2981940800009,196.991607666016,-0.29296875,0.0700520798563957,0.301228940486908,0.96484375,0,0,0,0,1
944.7,4.95236396789551,-83.7029695999903,42.2981924800019,196.991607666016,-0.29296875,0.0700520798563957,0.301228940486908,0.96484375,0,0,0,0,1
944.8,4.94527244567871,-83.7029695999903,42.2981908799986,196.560653686523,-0.29296875,0.0703125,0.30128812789917,0.96484375,0,0,0,0,1
944.9,4.93456172943115,-83.7029695999903,42.2981892799996,196.560653686523,-0.29296875,0.0703125,0.30128812789917,0.96484375,0,0,0,0,1
945,4.90460109710693,-83.7029695999903,42.2981876800005,196.568206787109,-0.29296875,0.0703125,0.30128812789917,0.96484375,0,0,0,0,1
